Interpretation_ID	Reference_ID	NarrativePlace_ID	Anchors_To_Entity_ID	Associated_Agent_ID	Narrative_Role	Spatial_Determination	Spatial_Relation_Type	Spatial_Component_Role	Spatial_Component_Of	Spatial_Component_Order	Confidence	Annotator_ID	Annotation_Date	Annotation_Method	Critical_Note
interp_00143	ref_00121	santa_croce_in_gerusalemme	gaz_santa_croce_in_gerusalemme	narrator	marker	approximate					1.0	lorenzo_sabatino	2026-04-04 00:00:00	close_reading	
interp_00144	ref_00122	marino	gaz_marino	ingravallo	zoneofaction	approximate						lorenzo_sabatino	2026-04-06 00:00:00	close reading	
interp_00145	ref_00123	viminale	gaz_viminale	ingravallo	setting	approximate									
interp_00146	ref_00123	viminale	gaz_viminale	gaudenzio	setting	approximate									
interp_00147	ref_00124	marino	gaz_marino	ingravallo	zoneofaction	approximate									
interp_00148	ref_00125	grotta_de_sor_pippo	gaz_marino	ingravallo	projectedspace	indeterminate	inside								
interp_00149	ref_00126	via_merulana	gaz_via_merulana	ingravallo	setting	approximate									
interp_00150	ref_00127	tranvie_dei_castelli	gaz_tranvie_dei_castelli	ingravallo	setting	approximate									
interp_00151	ref_00128	torraccio	gaz_torraccio	narrator	setting	approximate									
interp_00152	ref_00129	due_santi	gaz_due_santi	bigliettaio_merlani				routenode	tragitto_duesanti_frattocchie	1					
interp_00153	ref_00130	torraccio	gaz_torraccio	bigliettaio_merlani				routenode	tragitto_duesanti_frattocchie	2					
interp_00154	ref_00131	frattocchie	gaz_frattocchie	bigliettaio_merlani				routenode	tragitto_duesanti_frattocchie	3					
interp_00155	ref_00132	tragitto_duesanti_frattocchie		bigliettaio_merlani	route	precise									
interp_00156	ref_00133	via_dazeglio	gaz_via_dazeglio	ingravallo	marker	precise									
interp_00157	ref_00134	pincio	gaz_pincio	narrator	marker	approximate									
interp_00158	ref_00135	gianicolo	gaz_gianicolo	narrator	marker	approximate									
interp_00159	ref_00136	collegio_romano	gaz_collegio_romano	narrator	marker	approximate									
interp_00160	ref_00137	molo_beverello	gaz_molo_beverello	narrator	marker	approximate									
interp_00161	ref_00138	palazzo_chigi	gaz_palazzo_chigi	mussolini	marker	precise									
interp_00162	ref_00139	collegio_romano	gaz_collegio_romano	narrator	marker	approximate									
interp_00163	ref_00140	via_dazeglio	gaz_via_dazeglio	ingravallo	setting	precise									
interp_00164	ref_00141	via_merulana	gaz_via_merulana	porchettini	setting	approximate									
interp_00165	ref_00142	via_merulana	gaz_via_merulana	giuliano_valdarena	setting	approximate									
interp_00166	ref_00143	via_merulana	gaz_via_merulana	ingravallo	setting	precise									
interp_00167	ref_00143	via_merulana	gaz_via_merulana	pompeo	setting	precise									
interp_00168	ref_00144	dosso_faiti	gaz_dosso_faiti	ingravallo	projectedspace	relative									
interp_00169	ref_00145	monte_cengio	gaz_monte_cengio	ingravallo	projectedspace	relative									La visione del sangue produce uno slittamento semantico tra il personaggio di Ingravallo e un elemento biografico centrale dell'esperienza di Gadda, l'esperienza del fronte e la morte del fratello, attraverso il referente topografico del Cengio e del Faiti
interp_00170	ref_00146	ostia	gaz_ostia	narrator	marker	approximate									
interp_00171	ref_00147	forte_de_marmi	gaz_forte_de_marmi	narrator	marker	approximate									
interp_00172	ref_00148	genova	gaz_genova	giuliano_valdarena	projectedspace	approximate									
interp_00173	ref_00149	via_nicotera	gaz_via_nicotera	giuliano_valdarena	marker	approximate									
interp_00174	ref_00150	scala_b		sor_manuela	setting	precise	inside								
interp_00175	ref_00151	sacro_cuore	gaz_sacro_cuore	luigia_zanchetti	marker	approximate									
interp_00176	ref_00152	milano	gaz_milano	remo_balducci	projectedspace	relative									
interp_00177	ref_00153	verona	gaz_verona	remo_balducci	projectedspace	relative									
interp_00178	ref_00154	palazzo_219	gaz_via_merulana	maddalena_felicetti	setting	relative	inside								
interp_00179	ref_00155	sacro_cuore	gaz_sacro_cuore	luigia_zanchetti	marker	approximate									
interp_00180	ref_00156	corso_umberto	gaz_corso_umberto	narrator	marker	approximate									
interp_00181	ref_00157	vado_ligure	gaz_vado_ligure	giuliano_valdarena	projectedspace	relative									
interp_00182	ref_00158	genova	gaz_genova	giuliano_valdarena	projectedspace	relative									
interp_00183	ref_00159	cantinone_albano	gaz_albano_laziale	ingravallo	projectedspace	indeterminate	inside								
interp_00184	ref_00159	cantinone_albano	gaz_albano_laziale	remo_balducci	projectedspace	indeterminate	inside								
interp_00185	ref_00160	cantinone_albano	gaz_albano_laziale	ingravallo	projectedspace	indeterminate	inside								
interp_00186	ref_00160	cantinone_albano	gaz_albano_laziale	remo_balducci	projectedspace	indeterminate	inside								
interp_00187	ref_00161	monte_matese	gaz_monte_matese	ingravallo	projectedspace	indeterminate									Il monte rappresenta per sineddoche l'origine molisana del protagonista
interp_00188	ref_00162	via_dei_banchi_vecchi	gaz_via_dei_banchi_vecchi	giuliano_valdarena	projectedspace	relative									
interp_00189	ref_00163	regina_coeli	gaz_regina_coeli	giuliano_valdarena	marker	approximate									
interp_00190	ref_00164	milano	gaz_milano	remo_balducci	projectedspace	approximate									
interp_00191	ref_00165	padova	gaz_padova	remo_balducci	projectedspace	approximate									
interp_00192	ref_00166	bologna	gaz_bologna	remo_balducci	projectedspace	approximate									
interp_00193	ref_00167	tranvie_dei_castelli	gaz_tranvie_dei_castelli	ingravallo	projectedspace	approximate									
interp_00194	ref_00168	torraccio	gaz_torraccio	ingravallo	projectedspace	approximate									
interp_00195	ref_00169	scala_a		ingravallo	projectedspace	approximate	inside								
interp_00196	ref_00170	via_dei_serpenti	gaz_via_dei_serpenti	ingravallo	projectedspace	approximate									
interp_00197	ref_00170	via_dei_serpenti	gaz_via_dei_serpenti	commendador_angeloni	projectedspace	approximate									
interp_00198	ref_00171	via_panisperna	gaz_via_panisperna	ingravallo	projectedspace	approximate									
interp_00199	ref_00171	via_panisperna	gaz_via_panisperna	commendador_angeloni	projectedspace	approximate									
interp_00200	ref_00172	via_de_merli	gaz_via_merulana	ingravallo	setting	approximate									
interp_00201	ref_00173	san_giovanni_in_laterano	gaz_san_giovanni_in_laterano	ingravallo	projectedspace	approximate									
interp_00202	ref_00174	porta_maggiore	gaz_porta_maggiore	ingravallo	projectedspace	approximate									
interp_00203	ref_00175	celio	gaz_celio	ingravallo	projectedspace	approximate									
interp_00204	ref_00176	suburra	gaz_suburra	ingravallo	projectedspace	approximate									
interp_00205	ref_00177	via_merulana	gaz_via_merulana	narrator	setting	approximate						lorenzo_sabatino	2026-04-07 00:00:00	close reading	
interp_00206	ref_00178	santo_stefano_rotondo	gaz_santo_stefano_rotondo	narrator	setting	approximate									
interp_00207	ref_00179	piazza_vittorio_emanuele	gaz_piazza_vittorio_emanuele	narrator	marker	approximate									
interp_00208	ref_00180	palazzo_chigi	gaz_palazzo_chigi	mussolini	marker	approximate									
interp_00209	ref_00181	lungara	gaz_lungara	narrator	marker	approximate									
interp_00210	ref_00182	borgo_pio	gaz_borgo_pio	nerovestite	marker	approximate									Le nerovestite costituisce un nome collettivo orientato a caratterizzare genericamente lo spettro femminile di donne che, a vario titolo, gravitarono nell'orbita dalla fascinazione fascista
interp_00211	ref_00183	borgo_vecchio	gaz_borgo_vecchio	nerovestite	marker	approximate									Le nerovestite costituisce un nome collettivo orientato a caratterizzare genericamente lo spettro femminile di donne che, a vario titolo, gravitarono nell'orbita dalla fascinazione fascista
interp_00212	ref_00184	piazza_rusticucci	gaz_piazza_rusticucci	nerovestite	marker	approximate									Le nerovestite costituisce un nome collettivo orientato a caratterizzare genericamente lo spettro femminile di donne che, a vario titolo, gravitarono nell'orbita dalla fascinazione fascista
interp_00213	ref_00185	porta_angelica	gaz_porta_angelica	nerovestite	marker	approximate									Le nerovestite costituisce un nome collettivo orientato a caratterizzare genericamente lo spettro femminile di donne che, a vario titolo, gravitarono nell'orbita dalla fascinazione fascista
interp_00214	ref_00186	santanna	gaz_santanna	nerovestite	marker	approximate									Le nerovestite costituisce un nome collettivo orientato a caratterizzare genericamente lo spettro femminile di donne che, a vario titolo, gravitarono nell'orbita dalla fascinazione fascista
interp_00215	ref_00187	colonnato_san_pietro	gaz_piazza_san_pietro	nerovestite	marker	relative	inside								Le nerovestite costituisce un nome collettivo orientato a caratterizzare genericamente lo spettro femminile di donne che, a vario titolo, gravitarono nell'orbita dalla fascinazione fascista
interp_00216	ref_00188	cantinone_albano	gaz_albano_laziale	ingravallo	projectedspace	indeterminate	inside								
interp_00217	ref_00188	cantinone_albano	gaz_albano_laziale	remo_balducci	projectedspace	indeterminate	inside								
interp_00218	ref_00189	via_merulana	gaz_via_merulana	signor_valdarena	projectedspace	approximate									
interp_00219	ref_00190	via_capo_dafrica	gaz_via_capo_dafrica	pompeo	marker	precise									
interp_00220	ref_00191	via_frangipane	gaz_via_frangipane	pompeo	marker	precise									
interp_00221	ref_00192	via_degli_zingari	gaz_via_degli_zingari	pompeo	marker	precise									
interp_00222	ref_00193	via_dei_capocci	gaz_via_dei_capocci	pompeo	marker	precise									
interp_00223	ref_00194	vicolo_ciancaleoni	gaz_vicolo_ciancaleoni	pompeo	marker	precise									
interp_00224	ref_00195	piazza_montanara	gaz_piazza_montanara	pompeo	marker	precise									
interp_00225	ref_00196	via_monte_caprino	gaz_via_monte_caprino	pompeo	marker	precise									
interp_00226	ref_00197	vicolo_della_bucimazza	gaz_vicolo_della_bucimazza	pompeo	marker	precise									
interp_00227	ref_00198	via_dei_fienili	gaz_via_dei_fienili	pompeo	marker	precise									
interp_00228	ref_00199	palazzo_pio	gaz_palazzo_pio	pompeo	marker	precise									
interp_00229	ref_00200	santandrea_della_valle	gaz_santandrea_della_valle	pompeo	marker	precise									
interp_00230	ref_00201	via_di_grotta_pinta	gaz_via_di_grotta_pinta	pompeo	marker	precise									
interp_00231	ref_00202	via_di_ferro	gaz_via_di_ferro	pompeo	marker	precise									
interp_00232	ref_00203	vicolo_delle_grotte_del_teatro	gaz_vicolo_delle_grotte_del_teatro	pompeo	marker	precise									
interp_00233	ref_00204	piazza_pollarola	gaz_piazza_pollarola	pompeo	marker	precise									
interp_00234	ref_00205	regina_coeli	gaz_regina_coeli	narrator	marker	approximate									
interp_00235	ref_00206	genova	gaz_genova	giuliano_valdarena	projectedspace	approximate									
interp_00236	ref_00207	via_nicotera	gaz_via_nicotera	giuliano_valdarena	marker	approximate									
interp_00237	ref_00208	palazzo_219	gaz_via_merulana	sor_manuela	setting	approximate	inside								
interp_00238	ref_00208	palazzo_219	gaz_via_merulana	barbezzi_gallo	setting	approximate	inside								
interp_00239	ref_00209	via_merulana	gaz_via_merulana	narrator	setting	approximate									
interp_00240	ref_00210	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	commendador_angeloni	setting	approximate									
interp_00241	ref_00211	lungara	gaz_lungara	commendador_angeloni	setting	approximate									
interp_00242	ref_00212	via_dei_greci	gaz_via_dei_greci	narrator	marker	approximate									
interp_00243	ref_00213	milano	gaz_milano	remo_balducci	projectedspace	relative									
interp_00244	ref_00214	bologna	gaz_bologna	remo_balducci	projectedspace	relative									
interp_00245	ref_00215	vicenza 	gaz_vicenza	remo_balducci	projectedspace	relative									
interp_00246	ref_00216	padova	gaz_padova	remo_balducci	projectedspace	relative									
interp_00247	ref_00217	termini	gaz_termini	remo_balducci	marker	approximate									
interp_00248	ref_00218	policlinico	gaz_policlinico	liliana	marker	approximate									
interp_00249	ref_00219	via_merulana	gaz_via_merulana	liliana				routenode	tragitto_merulana_policlinico	1					
interp_00250	ref_00220	policlinico	gaz_policlinico	liliana				routenode	tragitto_merulana_policlinico	2					
interp_00251	ref_00221	tragitto_merulana_policlinico		liliana	route	approximate									
interp_00252	ref_00222	palazzo_chigi	gaz_palazzo_chigi	mussolini	marker	relative									
interp_00253	ref_00223	terracina	gaz_terracina	pompeo	projectedspace	relative									
interp_00254	ref_00223	terracina	gaz_terracina	gaudenzio	projectedspace	relative									
interp_00255	ref_00224	banca_commerciale_italiana	gaz_banca_commerciale_italiana	liliana	marker	relative									
interp_00256	ref_00225	banco_di_santo_spirito	gaz_banco_di_santo_spirito	liliana	marker	relative									
interp_00257	ref_00226	termini	gaz_termini	remo_balducci	marker	approximate									
interp_00258	ref_00227	santi_quattro_coronati	gaz_santi_quattro_coronati	liliana	projectedspace	approximate									
interp_00259	ref_00227	santi_quattro_coronati	gaz_santi_quattro_coronati	remo_balducci	projectedspace	approximate									
interp_00260	ref_00228	palazzo_chigi	gaz_palazzo_chigi	mussolini	marker	relative									
interp_00261	ref_00229	collegio_romano	gaz_collegio_romano	giuliano_valdarena	setting	approximate									
interp_00262	ref_00230	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	remo_balducci	setting	approximate									
interp_00263	ref_00231	campo_de_fiori	gaz_campo_de_fiori	liliana	projectedspace	approximate									
interp_00264	ref_00232	banca_commerciale_italiana	gaz_banca_commerciale_italiana	liliana	projectedspace	precise									
interp_00265	ref_00233	piazza_vittorio_emanuele	gaz_piazza_vittorio_emanuele	liliana	marker	approximate									
interp_00266	ref_00234	via_carlo_alberto	gaz_via_carlo_alberto	liliana	marker	approximate									
interp_00267	ref_00235	banco_di_santo_spirito	gaz_banco_di_santo_spirito	liliana	projectedspace	approximate									
interp_00268	ref_00236	corso_umberto	gaz_corso_umberto	liliana	marker	approximate									
interp_00269	ref_00237	palazzo_219	gaz_via_merulana	liliana	projectedspace	relative	inside								
interp_00270	ref_00237	palazzo_219	gaz_via_merulana	signor_valdarena	projectedspace	relative	inside								
interp_00271	ref_00238	palazzo_219	gaz_via_merulana	remo_balducci	projectedspace	relative	inside								
interp_00272	ref_00238	palazzo_219	gaz_via_merulana	liliana	projectedspace	relative	inside								
interp_00273	ref_00239	via_merulana	gaz_via_merulana	remo_balducci	projectedspace	approximate									
interp_00274	ref_00240	palazzo_219	gaz_via_merulana	liliana	projectedspace	relative	inside								
interp_00275	ref_00240	palazzo_219	gaz_via_merulana	remo_balducci	projectedspace	relative	inside								
interp_00276	ref_00241	santi_quattro_coronati	gaz_santi_quattro_coronati	liliana	projectedspace	approximate									
interp_00277	ref_00241	santi_quattro_coronati	gaz_santi_quattro_coronati	remo_balducci	projectedspace	approximate									
interp_00278	ref_00242	palazzo_219	gaz_via_merulana	remo_balducci	projectedspace	precise	inside								
interp_00279	ref_00243	quartierino_prati	gaz_prati_di_castello	remo_balducci	projectedspace	relative	inside				1.0	lorenzo_sabatino	2026-04-08 00:00:00		
interp_00280	ref_00244	villino_lungotevere	gaz_lungotevere_prati	remo_balducci	projectedspace	relative	inside				0.5	lorenzo_sabatino	2026-04-08 00:00:00		
interp_00281	ref_00245	dazeglio	gaz_dazeglio	remo_balducci	marker	approximate							05.05.26		
interp_00282	ref_00246	via_merulana	gaz_via_merulana	don_lorenzo_corpi	projectedspace	approximate									
interp_00283	ref_00247	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	dottor_fumi	setting	approximate									
interp_00284	ref_00247	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	don_lorenzo_corpi	setting	approximate									
interp_00285	ref_00248	aventino	gaz_aventino	don_lorenzo_corpi	marker	indeterminate									
interp_00286	ref_00249	celio	gaz_celio	don_lorenzo_corpi	marker	indeterminate									
interp_00287	ref_00250	roccafringoli	gaz_monte_manno	don_lorenzo_corpi	projectedspace	relative	near								
interp_00288	ref_00251	monte_manno	gaz_monte_manno	don_lorenzo_corpi	projectedspace	relative									
interp_00289	ref_00252	palestrina	gaz_palestrina	don_lorenzo_corpi	projectedspace	relative									
interp_00290	ref_00253	policlinico	gaz_policlinico	don_lorenzo_corpi	projectedspace	approximate									
interp_00291	ref_00253	policlinico	gaz_policlinico	liliana	projectedspace	approximate									
interp_00292	ref_00254	banco_di_santo_spirito	gaz_banco_di_santo_spirito	don_lorenzo_corpi	projectedspace	approximate									
interp_00293	ref_00255	via_milano	gaz_via_milano	notaio_gaetano_de_marini	marker	approximate									
interp_00294	ref_00256	zagarolo	gaz_zagarolo	luigia_zanchetti	projectedspace	approximate									
interp_00295	ref_00257	zagarolo	gaz_zagarolo	luigia_zanchetti	marker	approximate									
interp_00296	ref_00258	tivoli	gaz_tivoli	irene_spinaci	marker	approximate									
interp_00297	ref_00259	zagarolo	gaz_zagarolo	irene_spinaci	marker	approximate									
interp_00298	ref_00260	zagarolo	gaz_zagarolo	irene_spinaci	marker	approximate									
interp_00299	ref_00261	villa_deste	gaz_villa_deste	irene_spinaci	marker	approximate									
interp_00300	ref_00262	villa_gregoriana	gaz_villa_gregoriana	irene_spinaci	marker	approximate									
interp_00301	ref_00263	aniene	gaz_aniene	padre_domenico	projectedspace	approximate									
interp_00302	ref_00264	aniene	gaz_aniene	padre_domenico	projectedspace	approximate									
interp_00303	ref_00265	filettino	gaz_filettino	padre_domenico	projectedspace	approximate									
interp_00304	ref_00266	villa_gregoriana	gaz_villa_gregoriana	padre_domenico	projectedspace	approximate									
interp_00305	ref_00267	viale_della_regina	gaz_viale_della_regina	zio_peppe	marker	precise									
interp_00306	ref_00268	san_camillo	gaz_san_camillo	rosa_taddei	marker	approximate									
interp_00307	ref_00269	palazzo_chigi	gaz_palazzo_chigi	mussolini	marker	relative									
interp_00308	ref_00270	prati	gaz_prati	giuliano_valdarena	marker	approximate									
interp_00309	ref_00271	via_nicotera	gaz_via_nicotera	giuliano_valdarena	marker	approximate									
interp_00310	ref_00271	via_nicotera	gaz_via_nicotera	giuliano_valdarena	setting	approximate									
interp_00311	ref_00272	via_nicotera	gaz_via_nicotera	maresciallo_di_pietrantonio	setting	approximate									
interp_00312	ref_00272	via_nicotera	gaz_via_nicotera	agente_paolillo	setting	approximate									
interp_00313	ref_00273	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	remo_balducci	setting	approximate									
interp_00314	ref_00274	via_nicotera	gaz_via_nicotera	giuliano_valdarena	setting	approximate									
interp_00315	ref_00274	via_nicotera	gaz_via_nicotera	maresciallo_di_pietrantonio	setting	approximate									
interp_00316	ref_00274	via_nicotera	gaz_via_nicotera	agente_paolillo	setting	approximate									
interp_00317	ref_00275	via_del_corso	gaz_via_del_corso	giuliano_valdarena	projectedspace	relative									
interp_00318	ref_00276	campo_marzio	gaz_campo_marzio	liliana	marker	approximate									
interp_00319	ref_00277	campo_marzio	gaz_campo_marzio	liliana	projectedspace	precise									
interp_00320	ref_00277	campo_marzio	gaz_campo_marzio	giuliano_valdarena	projectedspace	precise									
interp_00321	ref_00278	piazza_san_lorenzo_in_lucina	gaz_piazza_san_lorenzo_in_lucina	liliana	projectedspace	precise									
interp_00322	ref_00278	piazza_san_lorenzo_in_lucina	gaz_piazza_san_lorenzo_in_lucina	giuliano_valdarena	projectedspace	precise									
interp_00323	ref_00279	campo_marzio	gaz_campo_marzio	giuliano_valdarena	projectedspace	approximate									
interp_00324	ref_00280	bottega_ceccherelli	gaz_roma	liliana	projectedspace	approximate	inside								
interp_00325	ref_00281	bottega_ceccherelli	gaz_roma	ceccherelli	setting	approximate	inside								
interp_00326	ref_00282	bottega_ceccherelli	gaz_roma	liliana	projectedspace	approximate	inside								
interp_00327	ref_00283	bottega_ceccherelli	gaz_roma	liliana	projectedspace	approximate	inside								
interp_00328	ref_00284	via_dei_banchi_vecchi	gaz_via_dei_banchi_vecchi	zie_valdarena	marker	approximate									
interp_00329	ref_00285	banco_di_santo_spirito	gaz_banco_di_santo_spirito	cassiere_capo_del_bo	marker	approximate									
interp_00330	ref_00286	banca_ditalia	gaz_banca_ditalia	cassiere_capo_del_bo	projectedspace	approximate									
interp_00331	ref_00287	banca_ditalia	gaz_piazza_verdi	cassiere_capo_del_bo	projectedspace	approximate									
interp_00332	ref_00288	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	ingravallo	setting	precise									
interp_00333	ref_00289	teatro_jovinelli	gaz_teatro_jovinelli	ingravallo	projectedspace	precise									
interp_00334	ref_00290	golfo_di_napoli	gaz_golfo_di_napoli	dottor_fumi	projectedspace	relative									
interp_00335	ref_00291	vomero	gaz_vomero	dottor_fumi	projectedspace	relative									
interp_00336	ref_00292	piazza_vittorio_emanuele	gaz_piazza_vittorio_emanuele	liliana	projectedspace	approximate									
interp_00337	ref_00293	soriano_nel_cimino	gaz_soriano_nel_cimino	contadina	marker	relative									
interp_00338	ref_00294	san_giovanni_in_laterano	gaz_san_giovanni_in_laterano	contadina	marker	relative									
interp_00339	ref_00295	soriano_nel_cimino	gaz_soriano_nel_cimino	remo_balducci	projectedspace	relative									
interp_00340	ref_00296	milano	gaz_milano	remo_balducci	projectedspace	approximate									
interp_00341	ref_00297	sacro_cuore	gaz_sacro_cuore	monache	marker	approximate									
interp_00342	ref_00298	via_dei_banchi_vecchi	gaz_via_dei_banchi_vecchi	zia_elvira	marker	approximate									
interp_00343	ref_00298	via_dei_banchi_vecchi	gaz_via_dei_banchi_vecchi	zia_marietta	marker	approximate									
interp_00344	ref_00299	scala_b		elodia	projectedspace	approximate	inside								
interp_00345	ref_00299	scala_b		enea_cucco	projectedspace	approximate	inside								
interp_00346	ref_00299	scala_b		giulietta_frisoni	projectedspace	approximate	inside								
interp_00347	ref_00300	scala_a		cammarota	projectedspace	approximate	inside								
interp_00348	ref_00300	scala_a		bottafavi	projectedspace	approximate	inside								
interp_00349	ref_00300	scala_a		alda_pernetti	projectedspace	approximate	inside								
interp_00350	ref_00301	policlinico	gaz_policlinico	corteo_funebre				routenode	tragitto_policlinico_san_lorenzo_al_verano	1					
interp_00351	ref_00302	viale_regina_margherita	gaz_viale_regina_margherita	corteo_funebre				routenode	tragitto_policlinico_san_lorenzo_al_verano	2					
interp_00352	ref_00303	san_lorenzo_al_verano	gaz_san_lorenzo_al_verano	corteo_funebre				routenode	tragitto_policlinico_san_lorenzo_al_verano	3					
interp_00353	ref_00304	tragitto_policlinico_san_lorenzo_al_verano		corteo_funebre	route	approximate									
interp_00354	ref_00305	molo_beverello	gaz_molo_beverello	maharaja_di_tripura	marker	relative					0.5				
interp_00355	ref_00305	molo_beverello	gaz_molo_beverello	mussolini	marker	relative									
interp_00356	ref_00306	scerpure	gaz_brahmaputra 	maharaja_di_tripura	projectedspace	relative	adjacentto								
interp_00357	ref_00307	rive_del_brahmaputra	gaz_brahmaputra 	maharaja_di_tripura	projectedspace	relative									
interp_00358	ref_00308	predappio	gaz_predappio	maharaja_di_tripura	marker	relative									
interp_00359	ref_00308	predappio	gaz_predappio	mussolini	marker	relative									
interp_00360	ref_00309	india	gaz_india	mussolini	marker	approximate									
interp_00361	ref_00310	policlinico	gaz_policlinico	maharaja_di_tripura	marker	approximate									
interp_00362	ref_00311	centrale_del_latte	gaz_centrale_del_latte	maharaja_di_tripura	marker	relative									
interp_00363	ref_00312	centrale_del_latte	gaz_centrale_del_latte	narrator	marker	relative									
interp_00364	ref_00313	policlinico	gaz_policlinico	maharaja_di_tripura	marker	approximate									
interp_00365	ref_00314	scerpure	gaz_brahmaputra 	maharaja_di_tripura	projectedspace	relative	adjacentto								
interp_00366	ref_00315	rive_del_brahmaputra	gaz_brahmaputra 	maharaja_di_tripura	projectedspace	relative	inside								
interp_00367	ref_00316	scerpure	gaz_brahmaputra 	maharaja_di_tripura	projectedspace	relative	adjacentto								
interp_00368	ref_00317	san_lorenzo_al_verano	gaz_san_lorenzo_al_verano	ingravallo	setting	approximate									
interp_00369	ref_00317	san_lorenzo_al_verano	gaz_san_lorenzo_al_verano	pompeo	setting	approximate									
interp_00370	ref_00317	san_lorenzo_al_verano	gaz_san_lorenzo_al_verano	gaudenzio	setting	approximate									
interp_00371	ref_00318	campo_verano	gaz_campo_verano	ingravallo	setting	precise									
interp_00372	ref_00318	campo_verano	gaz_campo_verano	don_lorenzo_corpi	setting	approximate									
interp_00373	ref_00319	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	ingravallo	projectedspace	approximate									
interp_00374	ref_00319	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	don_lorenzo_corpi	projectedspace	approximate									
interp_00375	ref_00320	santi_quattro_coronati	gaz_santi_quattro_coronati	liliana	projectedspace	approximate									
interp_00376	ref_00321	roccafringoli	gaz_monte_manno	don_lorenzo_corpi	projectedspace	relative	near								
interp_00377	ref_00322	soriano_nel_cimino	gaz_soriano_nel_cimino	remo_balducci	projectedspace	relative									
interp_00378	ref_00323	zagarolo	gaz_zagarolo	luigia_zanchetti	projectedspace	relative									
interp_00379	ref_00324	tivoli	gaz_tivoli	irene_spinaci	marker	approximate									
interp_00380	ref_00325	sacro_cuore	gaz_sacro_cuore	luigia_zanchetti	marker	approximate									
interp_00381	ref_00325	sacro_cuore	gaz_sacro_cuore	irene_spinaci	projectedspace	approximate									
interp_00382	ref_00326	banca_commerciale_italiana	gaz_banca_commerciale_italiana	liliana	projectedspace	approximate									
interp_00383	ref_00327	san_giovanni_in_laterano	gaz_san_giovanni_in_laterano	ines_cionini	projectedspace	precise									Galilei' = Alessandro Galilei, architetto della facciata di San Giovanni in Laterano. Perifrasi per metonimia dell'autore.
interp_00384	ref_00328	san_giovanni_in_laterano	gaz_san_giovanni_in_laterano	don_lorenzo_corpi	projectedspace	relative									
interp_00385	ref_00329	scale		dottor_ghianda	setting	relative	inside								
interp_00386	ref_00330	via_villari	gaz_via_villari	pizzicarolo_moglie	marker	relative									
interp_00387	ref_00331	regina_coeli	gaz_regina_coeli	commendador_angeloni	marker	approximate									
interp_00388	ref_00332	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	commendador_angeloni	setting	approximate									
interp_00389	ref_00333	lungara	gaz_lungara	commendador_angeloni	marker	approximate									
interp_00390	ref_00334	via_merulana	gaz_via_merulana	virginia_troddu	setting	approximate									
interp_00391	ref_00335	santi_quattro_coronati	gaz_santi_quattro_coronati	liliana	marker	approximate									
interp_00392	ref_00336	san_giovanni_in_laterano	gaz_san_giovanni_in_laterano	virginia_troddu	marker	approximate									
interp_00393	ref_00337	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	maresciallo_di_pietrantonio	setting	approximate									
interp_00394	ref_00338	tenenza_carabinieri_marino	gaz_marino	maresciallo_di_pietrantonio	projectedspace	approximate	inside								
interp_00395	ref_00339	torraccio	gaz_torraccio	enea_retalli	projectedspace	relative									
interp_00396	ref_00340	frattocchie	gaz_frattocchie	enea_retalli	projectedspace	relative									
interp_00397	ref_00341	torraccio	gaz_torraccio	enea_retalli	projectedspace	relative									
interp_00398	ref_00342	via_orazio	gaz_via_orazio	contessa_mondeguggoli	marker	indeterminate									
interp_00399	ref_00343	due_santi	gaz_due_santi	enea_retalli	projectedspace	relative									
interp_00400	ref_00343	due_santi	gaz_due_santi	zamira_pacori	setting	relative									
interp_00401	ref_00344	via_appia	gaz_via_appia	enea_retalli	projectedspace	relative									
interp_00402	ref_00344	via_appia	gaz_via_appia	zamira_pacori	setting	relative									
interp_00403	ref_00345	marino	gaz_marino	zamira_pacori	setting	relative									
interp_00404	ref_00346	albano_laziale	gaz_albano_laziale	zamira_pacori	setting	relative									
interp_00405	ref_00347	santo_stefano_del_cacco_celio_santo_stefano	gaz_santo_stefano_del_cacco_celio_santo_stefano	pestalozzi				routenode	tragitto_marino_santo_stefano	1					
interp_00406	ref_00348	tenenza_carabinieri_marino	gaz_marino	pestalozzi			inside	routenode	tragitto_marino_santo_stefano	2					
interp_00407	ref_00349	tragitto_marino_santo_stefano		pestalozzi	route	approximate									
